<CHAPTER	NN	<CHAPTER
competence	NN	competence
of	IN	of
the	DT	the
national	JJ	national
courts	NNS	court
is	VBZ	be
concerned	VBN	concern
,	,	,
we	PRP	we
recommend	VBP	recommend
in	IN	in
this	DT	this
report	NN	report
that	IN	that
specialised	VBD	specialise
courts	NNS	court
be	VB	be
set	VBN	set
up	RP	up
for	IN	for
dealing	VBG	deal
with	IN	with
monopolies	NNS	monopoly
law	NN	law
proceedings	NNS	proceeding
.	.	.

These	DT	these
are	VBP	be
already	RB	already
in	IN	in
existence	NN	existence
in	IN	in
certain	JJ	certain
Member	NNP	Member
States	NNPS	States
and	CC	and
they	PRP	they
have	VBP	have
proved	VBN	prove
successful	JJ	successful
.	.	.

<P>	NNP	<unknown>
Entrepreneurs	NNPS	Entrepreneur
,	,	,
for	IN	for
their	PRP$	<unknown>
part	NN	part
,	,	,
fear	VBP	fear
a	DT	a
loss	NN	loss
of	IN	of
legal	JJ	legal
certainty	NN	certainty
.	.	.

In	IN	in
order	NN	order
to	TO	to
guard	VB	guard
against	IN	against
this	DT	this
,	,	,
the	DT	the
enterprises	NNS	enterprise
should	MD	should
,	,	,
in	IN	in
certain	JJ	certain
cases	NNS	case
,	,	,
continue	VB	continue
to	TO	to
have	VB	have
the	DT	the
opportunity	NN	opportunity
of	IN	of
being	VBG	be
given	VBN	give
prior	JJ	prior
clarification	NN	clarification
by	IN	by
the	DT	the
Commission	NNP	Commission
.	.	.

These	DT	these
are	VBP	be
only	RB	only
a	DT	a
few	JJ	few
,	,	,
albeit	IN	albeit
central	JJ	central
aspects	NNS	aspect
that	WDT	that
must	MD	must
be	VB	be
taken	VBN	take
into	IN	into
account	NN	account
where	WRB	where
the	DT	the
modernisation	NN	modernisation
of	IN	of
the	DT	the
European	JJ	European
competition	NN	competition
rules	NNS	rule
is	VBZ	be
concerned	VBN	concern
.	.	.

That	DT	that
said	VBD	say
,	,	,
the	DT	the
process	NN	process
is	VBZ	be
still	RB	still
very	RB	very
much	JJ	much
in	IN	in
its	PRP$	its
infancy	NN	infancy
.	.	.

Discussion	NN	discussion
will	MD	will
continue	VB	continue
until	IN	until
such	JJ	such
time	NN	time
as	IN	as
legislative	JJ	legislative
proposals	NNS	proposal
are	VBP	be
eventually	RB	eventually
produced	VBN	produce
.	.	.

However	RB	however
,	,	,
I	PRP	i
am	VBP	be
convinced	VBN	convince
of	IN	of
the	DT	the
fact	NN	fact
that	IN	that
the	DT	the
White	NNP	White
Paper	NNP	Paper
has	VBZ	have
put	VBN	put
us	PRP	us
on	IN	on
the	DT	the
right	JJ	right
path	NN	path
.	.	.

<P>	NNP	<unknown>
<P>	RP	<unknown>
A	DT	a
European	JJ	European
competition	NN	competition
culture	NN	culture
has	VBZ	have
come	VBN	come
into	IN	into
being	VBG	be
in	IN	in
the	DT	the
course	NN	course
of	IN	of
the	DT	the
last	JJ	last
few	JJ	few
decades	NNS	decade
.	.	.

The	DT	the
decentralisation	NN	decentralisation
proposed	VBN	propose
by	IN	by
the	DT	the
Commission	NNP	Commission
accords	NNS	accord
with	IN	with
the	DT	the
principle	NN	principle
of	IN	of
subsidiarity	NN	subsidiarity
,	,	,
which	WDT	which
has	VBZ	have
,	,	,
in	IN	in
fact	NN	fact
,	,	,
now	RB	now
been	VBN	be
firmly	RB	firmly
established	VBN	establish
in	IN	in
the	DT	the
Treaty	NNP	Treaty
.	.	.

This	DT	this
leads	VBZ	lead
to	TO	to
increased	VBN	increase
implementation	NN	implementation
of	IN	of
the	DT	the
European	JJ	European
competition	NN	competition
rules	NNS	rule
at	IN	at
national	JJ	national
and	CC	and
regional	JJ	regional
level	NN	level
,	,	,
thereby	RB	thereby
making	VBG	make
it	PRP	it
possible	JJ	possible
for	IN	for
the	DT	the
European	JJ	European
competition	NN	competition
culture	NN	culture
to	TO	to
be	VB	be
placed	VBN	place
on	IN	on
a	DT	a
broader	JJR	broad
basis	NN	basis
.	.	.

<P>	NNP	<unknown>
Finally	RB	finally
,	,	,
I	PRP	i
would	MD	would
like	VB	like
to	TO	to
say	VB	say
that	IN	that
the	DT	the
competition	NN	competition
policy	NN	policy
reform	NN	reform
we	PRP	we
are	VBP	be
introducing	VBG	introduce
here	RB	here
is	VBZ	be
a	DT	a
necessity	NN	necessity
and	CC	and
that	IN	that
it	PRP	it
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
absolutely	RB	absolutely
necessary	JJ	necessary
,	,	,
in	IN	in
this	DT	this
context	NN	context
,	,	,
to	TO	to
clarify	VB	clarify
that	IN	that
the	DT	the
European	NNP	European
Union	NNP	Union
'	''	'
s	POS	s
competition	NN	competition
policy	NN	policy
is	VBZ	be
an	DT	an
essential	JJ	essential
pre-requisite	NN	pre-requisite
to	TO	to
the	DT	the
success	NN	success
of	IN	of
a	DT	a
social	JJ	social
market	NN	market
economy	NN	economy
.	.	.

Both	DT	both
the	DT	the
Commission	NNP	Commission
and	CC	and
Parliament	NNP	Parliament
must	MD	must
do	VB	do
more	JJR	more
than	IN	than
they	PRP	they
have	VBP	have
done	VBN	do
hitherto	NN	hitherto
to	TO	to
get	VB	get
the	DT	the
message	NN	message
across	IN	across
that	DT	that
competition	NN	competition
policy	NN	policy
,	,	,
competition	NN	competition
between	IN	between
enterprises	NNS	enterprise
,	,	,
and	CC	and
the	DT	the
fact	NN	fact
that	IN	that
the	DT	the
European	NNP	European
Commission	NNP	Commission
is	VBZ	be
supervising	VBG	supervise
this	DT	this
,	,	,
are	VBP	be
first	JJ	first
and	CC	and
foremost	JJ	foremost
matters	NNS	matter
which	WDT	which
have	VBP	have
the	DT	the
interests	NNS	interest
of	IN	of
the	DT	the
citizens	NNS	citizen
at	IN	at
heart	NN	heart
.	.	.

<P>	NNP	<unknown>
<SPEAKER	NNP	<SPEAKER
ID=10	NNP	<unknown>
LANGUAGE="DE	NNP	<unknown>
"	NNP	"
NAME="Rapkay">	NNP	<unknown>
Mr	NNP	Mr
President	NNP	President
,	,	,
Commissioner	NNP	Commissioner
,	,	,
today	NN	today
we	PRP	we
are	VBP	be
engaged	VBN	engage
in	IN	in
an	DT	an
important	JJ	important
debate	NN	debate
about	IN	about
the	DT	the
European	NNP	European
Union	NNP	Union
'	''	'
s	POS	s
competition	NN	competition
policy	NN	policy
.	.	.

We	PRP	we
are	VBP	be
debating	VBG	debate
a	DT	a
highly	RB	highly
controversial	JJ	controversial
modernisation	NN	modernisation
proposal	NN	proposal
for	IN	for
European	JJ	European
monopolies	NNS	monopoly
law	NN	law
,	,	,
that	WDT	that
is	VBZ	be
Mr	NNP	Mr
von	NNP	von
Wogau	NNP	Wogau
'	''	'
s	POS	s
report	NN	report
,	,	,
and	CC	and
it	PRP	it
is	VBZ	be
far	RB	far
more	RBR	more
controversial	JJ	controversial
than	IN	than
the	DT	the
vote	NN	vote
in	IN	in
the	DT	the
Committee	NNP	Committee
on	IN	on
Economic	NNP	Economic
and	CC	and
Monetary	NNP	Monetary
Affairs	NNPS	Affair
may	MD	may
have	VB	have
given	VBN	give
us	PRP	us
reason	NN	reason
to	TO	to
believe	VB	believe
.	.	.

<P>	RB	<unknown>
I	PRP	i
want	VBP	want
to	TO	to
make	VB	make
it	PRP	it
quite	RB	quite
clear	JJ	clear
that	IN	that
in	IN	in
this	DT	this
specific	JJ	specific
case	NN	case
I	PRP	i
personally	RB	personally
consider	VBP	consider
the	DT	the
Commission	NNP	Commission
'	''	'
s	POS	s
proposal	NN	proposal
to	TO	to
be	VB	be
wrong	JJ	wrong
and	CC	and
feel	VB	feel
that	IN	that
it	PRP	it
remains	VBZ	remain
to	TO	to
be	VB	be
seen	VBN	see
as	IN	as
to	TO	to
whether	IN	whether
we	PRP	we
are	VBP	be
truly	RB	truly
justified	VBN	justify
in	IN	in
using	VBG	use
the	DT	the
term	NN	term
"	VBG	"
modernisation	NN	modernisation
"	``	"
to	TO	to
describe	VB	describe
the	DT	the
content	NN	content
of	IN	of
Articles	NNPS	Articles
81	CD	81
and	CC	and
82	CD	@card@
of	IN	of
the	DT	the
White	NNP	White
Paper	NNP	Paper
,	,	,
or	CC	or
whether	IN	whether
in	IN	in
this	DT	this
case	NN	case
it	PRP	it
would	MD	would
be	VB	be
more	RBR	more
appropriate	JJ	appropriate
to	TO	to
use	VB	use
the	DT	the
expression	NN	expression
"	DT	"
retrograde	JJ	retrograde
step	NN	step
"	FW	"
.	.	.

However	RB	however
,	,	,
we	PRP	we
are	VBP	be
also	RB	also
discussing	VBG	discuss
the	DT	the
aid	NN	aid
report	NN	report
today	NN	today
and	CC	and
the	DT	the
general	JJ	general
competition	NN	competition
report	NN	report
for	IN	for
1998	CD	@card@
,	,	,
and	CC	and
my	PRP$	my
contribution	NN	contribution
to	TO	to
this	DT	this
joint	JJ	joint
debate	NN	debate
relates	VBZ	relate
to	TO	to
the	DT	the
latter	NN	latter
.	.	.

<P>	NNP	<unknown>
But	CC	but
,	,	,
of	IN	of
course	NN	course
,	,	,
both	DT	both
the	DT	the
competition	NN	competition
report	NN	report
and	CC	and
the	DT	the
aid	NN	aid
report	NN	report
share	NN	share
common	JJ	common
ground	NN	ground
in	IN	in
this	DT	this
White	NNP	White
Paper	NNP	Paper
.	.	.

It	PRP	it
is	VBZ	be
all	DT	all
about	IN	about
the	DT	the
need	NN	need
for	IN	for
modernisation	NN	modernisation
and	CC	and
the	DT	the
future	JJ	future
viability	NN	viability
of	IN	of
the	DT	the
European	JJ	European
competition	NN	competition
policy	NN	policy
.	.	.

On	IN	on
reading	VBG	read
both	DT	both
Commission	NNP	Commission
documents	NNS	document
,	,	,
one	NN	one
learns	VBZ	learn
that	IN	that
1998	CD	@card@
was	VBD	be
the	DT	the
year	NN	year
in	IN	in
which	WDT	which
the	DT	the
modernisation	NN	modernisation
proposals	NNS	proposal
introduced	VBD	introduce
in	IN	in
1997	CD	1997
were	VBD	be
pursued	VBN	pursue
and	CC	and
even	RB	even
partially	RB	partially
completed	VBN	complete
,	,	,
which	WDT	which
is	VBZ	be
something	NN	something
our	PRP$	our
own	JJ	own
ongoing	JJ	ongoing
parliamentary	JJ	parliamentary
work	NN	work
has	VBZ	have
taught	VBN	teach
us	PRP	us
.	.	.

<P>	NNP	<unknown>
Allow	VB	allow
me	PRP	me
to	TO	to
make	VB	make
two	CD	two
fundamental	JJ	fundamental
comments	NNS	comment
at	IN	at
this	DT	this
juncture	NN	juncture
.	.	.

As	IN	as
the	DT	the
competent	JJ	competent
authority	NN	authority
,	,	,
the	DT	the
Commission	NNP	Commission
,	,	,
with	IN	with
its	PRP$	its
logically	RB	logically
consistent	JJ	consistent
approach	NN	approach
,	,	,
has	VBZ	have
again	RB	again
and	CC	and
again	RB	again
served	VBD	serve
the	DT	the
cause	NN	cause
of	IN	of
freedom	NN	freedom
of	IN	of
competition	NN	competition
,	,	,
not	RB	not
always	RB	always
to	TO	to
the	DT	the
delight	NN	delight
of	IN	of
the	DT	the
Member	NNP	Member
States	NNPS	States
or	CC	or
enterprises	NNS	enterprise
concerned	VBD	concern
.	.	.

It	PRP	it
should	MD	should
continue	VB	continue
along	IN	along
this	DT	this
path	NN	path
.	.	.

But	CC	but
,	,	,
Commissioner	NNP	Commissioner
,	,	,
none	NN	none
of	IN	of
this	DT	this
is	VBZ	be
to	TO	to
become	VB	become
less	RBR	less
complicated	VBN	complicate
in	IN	in
future	NN	future
-	:	-
one	NN	one
only	RB	only
has	VBZ	have
to	TO	to
think	VB	think
of	IN	of
the	DT	the
challenges	NNS	challenge
posed	VBN	pose
by	IN	by
the	DT	the
enlargement	NN	enlargement
of	IN	of
the	DT	the
Union	NNP	Union
,	,	,
the	DT	the
deepening	NN	deepening
of	IN	of
the	DT	the
internal	JJ	internal
market	NN	market
,	,	,
technological	JJ	technological
progress	NN	progress
,	,	,
globalisation	NN	globalisation
.	.	.

Indeed	RB	indeed
,	,	,
it	PRP	it
is	VBZ	be
not	RB	not
just	RB	just
about	IN	about
modernisation	NN	modernisation
of	IN	of
Community	NNP	Community
law	NN	law
,	,	,
more	JJR	more
than	IN	than
anything	NN	anything
it	PRP	it
is	VBZ	be
about	IN	about
transparency	NN	transparency
of	IN	of
decisions	NNS	decision
taken	VBN	take
in	IN	in
individual	JJ	individual
cases	NNS	case
,	,	,
about	IN	about
the	DT	the
possibility	NN	possibility
of	IN	of
decisions	NNS	decision
actually	RB	actually
being	VBG	be
able	JJ	able
to	TO	to
implement	VB	implement
decisions	NNS	decision
,	,	,
for	IN	for
the	DT	the
European	JJ	European
competition	NN	competition
policy	NN	policy
will	MD	will
be	VB	be
dependent	JJ	dependent
on	IN	on
the	DT	the
population	NN	population
'	''	'
s	POS	s
acceptance	NN	acceptance
,	,	,
together	RB	together
with	IN	with
that	DT	that
of	IN	of
the	DT	the
political	JJ	political
bodies	NNS	body
and	CC	and
enterprises	NNS	enterprise
concerned	VBN	concern
.	.	.

<P>	NNP	<unknown>
Only	RB	only
,	,	,
without	IN	without
transparency	NN	transparency
there	EX	there
will	MD	will
be	VB	be
no	DT	no
acceptance	NN	acceptance
,	,	,
indeed	RB	indeed
there	EX	there
can	MD	can
be	VB	be
no	DT	no
modernisation	NN	modernisation
without	IN	without
transparency	NN	transparency
.	.	.

The	DT	the
competition	NN	competition
report	NN	report
1998	CD	@card@
is	VBZ	be
not	RB	not
a	DT	a
bad	JJ	bad
foundation	NN	foundation
for	IN	for
this	DT	this
but	CC	but
,	,	,
in	IN	in
fact	NN	fact
,	,	,
there	EX	there
is	VBZ	be
nothing	NN	nothing
that	WDT	that
could	MD	could
not	RB	not
be	VB	be
further	RB	further
improved	VBN	improve
upon	IN	upon
.	.	.

Our	PRP$	our
motion	NN	motion
will	MD	will
give	VB	give
you	PRP	you
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
food	NN	food
for	IN	for
thought	NN	thought
,	,	,
Commissioner	NNP	Commissioner
,	,	,
but	CC	but
there	EX	there
is	VBZ	be
one	CD	one
point	NN	point
that	IN	that
I	PRP	i
would	MD	would
just	RB	just
like	VB	like
to	TO	to
go	VB	go
into	IN	into
now	RB	now
.	.	.

Transparency	NN	Transparency
and	CC	and
accountability	NN	accountability
belong	VBP	belong
together	RB	together
.	.	.

I	PRP	i
do	VBP	do
not	RB	not
wish	VB	wish
to	TO	to
call	VB	call
the	DT	the
distribution	NN	distribution
of	IN	of
competences	NNS	competence
between	IN	between
the	DT	the
Commission	NNP	Commission
and	CC	and
Parliament	NNP	Parliament
into	IN	into
question	NN	question
.	.	.

The	DT	the
Commission	NNP	Commission
is	VBZ	be
the	DT	the
executive	NN	executive
and	CC	and
Parliament	NNP	Parliament
ought	MD	ought
to	TO	to
have	VB	have
no	DT	no
desire	NN	desire
whatsoever	RB	whatsoever
to	TO	to
take	VB	take
on	RP	on
this	DT	this
role	NN	role
,	,	,
for	IN	for
the	DT	the
sake	NN	sake
of	IN	of
its	PRP$	its
own	JJ	own
independence	NN	independence
;	:	;
but	CC	but
Parliament	NNP	Parliament
is	VBZ	be
a	DT	a
supervisory	JJ	supervisory
body	NN	body
,	,	,
and	CC	and
what	WP	what
better	JJR	bet
forum	NN	forum
could	MD	could
there	EX	there
be	VB	be
in	IN	in
which	WDT	which
to	TO	to
expound	VB	expound
the	DT	the
reasoning	NN	reasoning
behind	IN	behind
one	CD	one
'	''	'
s	VBZ	s
decisions	NNS	decision
than	IN	than
a	DT	a
democratically-elected	JJ	democratically-elected
Parliament	NNP	Parliament
,	,	,
indeed	RB	indeed
an	DT	an
ongoing	JJ	ongoing
parliamentary	JJ	parliamentary
discussion	NN	discussion
?	.	?

Here	RB	here
too	RB	too
we	PRP	we
should	MD	should
continue	VB	continue
along	IN	along
the	DT	the
path	NN	path
we	PRP	we
have	VBP	have
chosen	VBN	choose
,	,	,
strengthening	VBG	strengthen
and	CC	and
intensifying	VBG	intensify
it	PRP	it
.	.	.

<P>	NNP	<unknown>
There	EX	there
is	VBZ	be
one	CD	one
thing	NN	thing
I	PRP	i
would	MD	would
like	VB	like
to	TO	to
make	VB	make
quite	RB	quite
clear	JJ	clear
though	RB	though
.	.	.

Parliament	NNP	Parliament
is	VBZ	be
a	DT	a
legislative	JJ	legislative
body	NN	body
,	,	,
but	CC	but
the	DT	the
fact	NN	fact
that	IN	that
we	PRP	we
have	VBP	have
no	RB	no
more	JJR	more
than	IN	than
the	DT	the
right	NN	right
of	IN	of
consultation	NN	consultation
in	IN	in
matters	NNS	matter
of	IN	of
competition	NN	competition
law	NN	law
,	,	,
of	IN	of
all	DT	all
things	NNS	thing
,	,	,
is	VBZ	be
truly	RB	truly
scandalous	JJ	scandalous
.	.	.

Therefore	RB	therefore
,	,	,
I	PRP	i
would	MD	would
urge	VB	urge
the	DT	the
Council	NNP	Council
and	CC	and
the	DT	the
Intergovernmental	NNP	Intergovernmental
Conference	NNP	Conference
to	TO	to
introduce	VB	introduce
the	DT	the
codecision	NN	codecision
procedure	NN	procedure
into	IN	into
legislation	NN	legislation
in	IN	in
this	DT	this
area	NN	area
.	.	.

I	PRP	i
expect	VBP	expect
the	DT	the
Commission	NNP	Commission
to	TO	to
exploit	VB	exploit
every	DT	every
available	JJ	available
opportunity	NN	opportunity
for	IN	for
parliamentary	JJ	parliamentary
cooperation	NN	cooperation
and	CC	and
to	TO	to
involve	VB	involve
Parliament	NNP	Parliament
in	IN	in
doubtful	JJ	doubtful
cases	NNS	case
,	,	,
even	RB	even
given	VBN	give
the	DT	the
Treaty	NNP	Treaty
status	NN	status
quo	NN	quo
.	.	.

I	PRP	i
also	RB	also
expect	VBP	expect
the	DT	the
Commission	NNP	Commission
to	TO	to
be	VB	be
pro-active	JJ	pro-active
in	IN	in
supporting	VBG	support
us	PRP	us
in	IN	in
our	PRP$	our
call	NN	call
for	IN	for
codecision	NN	codecision
in	IN	in
legislative	JJ	legislative
procedures	NNS	procedure
.	.	.

This	DT	this
will	MD	will
be	VB	be
a	DT	a
good	JJ	good
test	NN	test
as	IN	as
to	TO	to
whether	IN	whether
there	EX	there
is	VBZ	be
reasonable	JJ	reasonable
cooperation	NN	cooperation
between	IN	between
the	DT	the
two	CD	two
institutions	NNS	institution
.	.	.

<P>	RB	<unknown>
With	IN	with
all	DT	all
due	JJ	due
respect	NN	respect
for	IN	for
the	DT	the
principle	NN	principle
of	IN	of
competition	NN	competition
,	,	,
competition	NN	competition
is	VBZ	be
not	RB	not
,	,	,
however	RB	however
,	,	,
an	DT	an
end	NN	end
in	IN	in
itself	PRP	itself
.	.	.

Competition	NN	competition
is	VBZ	be
an	DT	an
instrument	NN	instrument
and	CC	and
does	VBZ	do
not	RB	not
always	RB	always
produce	VB	produce
ideal	JJ	ideal
solutions	NNS	solution
.	.	.

At	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
day	NN	day
,	,	,
one	CD	one
of	IN	of
the	DT	the
fundamental	JJ	fundamental
tenets	NNS	tenet
of	IN	of
economic	JJ	economic
theory	NN	theory
is	VBZ	be
that	IN	that
the	DT	the
market	NN	market
is	VBZ	be
failing	VBG	fail
in	IN	in
many	JJ	many
respects	NNS	respect
and	CC	and
anyone	NN	anyone
who	WP	who
takes	VBZ	take
issue	NN	issue
with	IN	with
this	DT	this
is	VBZ	be
nothing	NN	nothing
more	JJR	more
than	IN	than
an	DT	an
ideologue	NN	ideologue
.	.	.

Competition	NN	competition
should	MD	should
bring	VB	bring
about	IN	about
balance	NN	balance
in	IN	in
supply	NN	supply
and	CC	and
demand	NN	demand
and	CC	and
should	MD	should
provide	VB	provide
for	IN	for
the	DT	the
optimum	JJ	optimum
distribution	NN	distribution
of	IN	of
economic	JJ	economic
resources	NNS	resource
and	CC	and
facts	NNS	fact
.	.	.

But	CC	but
optimum	JJ	optimum
efficiency	NN	efficiency
does	VBZ	do
not	RB	not
necessarily	RB	necessarily
come	VB	come
about	IN	about
of	IN	of
its	PRP$	its
own	JJ	own
accord	NN	accord
.	.	.

Framework	NN	Framework
conditions	NNS	condition
are	VBP	be
indispensable	JJ	indispensable
when	WRB	when
it	PRP	it
comes	VBZ	come
to	TO	to
preventing	VBG	prevent
abuses	NNS	abuse
,	,	,
monopolies	NNS	monopoly
law	NN	law
being	VBG	be
one	CD	one
example	NN	example
.	.	.

But	CC	but
on	IN	on
the	DT	the
whole	NN	whole
,	,	,
this	DT	this
only	RB	only
serves	VBZ	serve
to	TO	to
prevent	VB	prevent
abuses	NNS	abuse
;	:	;
framework	NN	framework
conditions	NNS	condition
alone	RB	alone
cannot	VBP	cannot
achieve	VBP	achieve
socially	RB	socially
legitimate	JJ	legitimate
goals	NNS	goal
in	IN	in
isolation	NN	isolation
.	.	.

<P>	NNP	<unknown>
Competition	NNP	Competition
yes	UH	yes
,	,	,
restrictions	NNS	restriction
in	IN	in
state	NN	state
aid	NN	aid
where	WRB	where
necessary	JJ	necessary
and	CC	and
where	WRB	where
possible	JJ	possible
.	.	.

However	RB	however
,	,	,
since	IN	since
state	NN	state
aid	NN	aid
forms	VBZ	form
the	DT	the
lion	NN	lion
'	''	'
s	POS	s
share	NN	share
of	IN	of
the	DT	the
competition	NN	competition
report	NN	report
1998	CD	@card@
I	PRP	i
would	MD	would
still	RB	still
like	VB	like
,	,	,
regardless	RB	regardless
of	IN	of
Mr	NNP	Mr
Jonckheer	NNP	Jonckheer
'	''	'
s	POS	s
report	NN	report
,	,	,
to	TO	to
say	VB	say
one	CD	one
more	JJR	more
thing	NN	thing
about	IN	about
it	PRP	it
.	.	.

It	PRP	it
is	VBZ	be
certainly	RB	certainly
possible	JJ	possible
,	,	,
indeed	RB	indeed
it	PRP	it
must	MD	must
be	VB	be
feasible	JJ	feasible
for	IN	for
state	NN	state
aid	NN	aid
to	TO	to
be	VB	be
given	VBN	give
to	TO	to
small	JJ	small
and	CC	and
medium-sized	JJ	medium-sized
enterprises	NNS	enterprise
involved	VBN	involve
in	IN	in
research	NN	research
and	CC	and
development	NN	development
for	IN	for
the	DT	the
purpose	NN	purpose
of	IN	of
educating	VBG	educate
them	PRP	them
in	IN	in
regional	JJ	regional
and	CC	and
environmental	JJ	environmental
policy	NN	policy
.	.	.

Indeed	RB	indeed
it	PRP	it
must	MD	must
be	VB	be
permissible	JJ	permissible
for	IN	for
state	NN	state
aid	NN	aid
to	TO	to
be	VB	be
provided	VBN	provide
for	IN	for
such	JJ	such
purposes	NNS	purpose
,	,	,
provided	VBD	provide
it	PRP	it
does	VBZ	do
not	RB	not
lead	VB	lead
to	TO	to
unacceptable	JJ	unacceptable
distortion	NN	distortion
of	IN	of
competition	NN	competition
.	.	.

This	DT	this
is	VBZ	be
precisely	RB	precisely
the	DT	the
area	NN	area
where	WRB	where
it	PRP	it
is	VBZ	be
even	RB	even
more	RBR	more
important	JJ	important
than	IN	than
it	PRP	it
is	VBZ	be
in	IN	in
monopolies	NNS	monopoly
and	CC	and
mergers	NNS	merger
law	NN	law
for	IN	for
decisions	NNS	decision
to	TO	to
be	VB	be
comprehensible	JJ	comprehensible
.	.	.

<P>	VBP	<unknown>
It	PRP	it
is	VBZ	be
not	RB	not
just	RB	just
that	IN	that
we	PRP	we
should	MD	should
pillory	VB	pillory
state	NN	state
aid	NN	aid
;	:	;
rather	RB	rather
our	PRP$	our
approach	NN	approach
must	MD	must
be	VB	be
one	CD	one
of	IN	of
drawing	VBG	draw
distinctions	NNS	distinction
and	CC	and
we	PRP	we
must	MD	must
assess	VB	assess
the	DT	the
different	JJ	different
types	NNS	type
of	IN	of
state	NN	state
aid	NN	aid
in	IN	in
accordance	NN	accordance
with	IN	with
the	DT	the
extent	NN	extent
to	TO	to
which	WDT	which
they	PRP	they
help	VBP	help
to	TO	to
achieve	VB	achieve
the	DT	the
above-mentioned	JJ	above-mentioned
objectives	NNS	objective
.	.	.

My	PRP$	my
last	JJ	last
comment	NN	comment
was	VBD	be
intended	VBN	intend
not	RB	not
so	RB	so
much	JJ	much
for	IN	for
the	DT	the
Commission	NNP	Commission
as	IN	as
for	IN	for
the	DT	the
Members	NNS	member
of	IN	of
the	DT	the
Group	NNP	Group
of	IN	of
the	DT	the
European	NNP	European
People	NNPS	People
'	POS	'
s	POS	s
Party	NNP	Party
.	.	.

<SPEAKER	NN	<unknown>
ID=11	NNP	<unknown>
LANGUAGE="FR	NNP	<unknown>
"	NNP	"
NAME="Jonckheer">	NNP	<unknown>
Mr	NNP	Mr
President	NNP	President
,	,	,
Commissioner	NNP	Commissioner
,	,	,
ladies	NNS	lady
and	CC	and
gentlemen	NNS	gentleman
,	,	,
the	DT	the
report	NN	report
which	WDT	which
I	PRP	i
have	VBP	have
the	DT	the
opportunity	NN	opportunity
to	TO	to
propose	VB	propose
to	TO	to
you	PRP	you
today	NN	today
is	VBZ	be
an	DT	an
opinion	NN	opinion
on	IN	on
the	DT	the
Commission	NNP	Commission
'	''	'
s	POS	s
Annual	NNP	Annual
Report	NNP	Report
on	IN	on
the	DT	the
state	NN	state
aid	NN	aid
in	IN	in
force	NN	force
within	IN	within
the	DT	the
European	NNP	European
Union	NNP	Union
and	CC	and
for	IN	for
which	WDT	which
the	DT	the
Community	NNP	Community
is	VBZ	be
authorised	VBN	authorise
under	IN	under
Articles	NNP	Articles
87	CD	@card@
,	,	,
88	CD	88
and	CC	and
89	CD	@card@
of	IN	of
the	DT	the
Treaties	NNPS	Treaties
.	.	.

<P>	NNP	<unknown>
The	DT	the
Commission	NNP	Commission
report	NN	report
is	VBZ	be
essentially	RB	essentially
a	DT	a
descriptive	JJ	descriptive
report	NN	report
detailing	VBG	detail
